eta,f,f_linha,f_duas_linhas
7.0610000000e+00,5.3402344296e+00,9.9993400727e-01,1.8725067919e-04
7.0620000000e+00,5.3412343637e+00,9.9993419427e-01,1.8675131815e-04
7.0630000000e+00,5.3422342980e+00,9.9993438077e-01,1.8625319569e-04
7.0640000000e+00,5.3432342325e+00,9.9993456678e-01,1.8575630901e-04
7.0650000000e+00,5.3442341672e+00,9.9993475228e-01,1.8526065529e-04
7.0660000000e+00,5.3452341020e+00,9.9993493730e-01,1.8476623175e-04
7.0670000000e+00,5.3462340370e+00,9.9993512182e-01,1.8427303560e-04
7.0680000000e+00,5.3472339722e+00,9.9993530584e-01,1.8378106405e-04
7.0690000000e+00,5.3482339076e+00,9.9993548938e-01,1.8329031433e-04
7.0700000000e+00,5.3492338432e+00,9.9993567242e-01,1.8280078365e-04
7.0710000000e+00,5.3502337790e+00,9.9993585498e-01,1.8231246927e-04
7.0720000000e+00,5.3512337149e+00,9.9993603705e-01,1.8182536840e-04
7.0730000000e+00,5.3522336511e+00,9.9993621863e-01,1.8133947831e-04
7.0740000000e+00,5.3532335874e+00,9.9993639973e-01,1.8085479623e-04
7.0750000000e+00,5.3542335239e+00,9.9993658034e-01,1.8037131942e-04
7.0760000000e+00,5.3552334605e+00,9.9993676047e-01,1.7988904515e-04
7.0770000000e+00,5.3562333974e+00,9.9993694012e-01,1.7940797068e-04
7.0780000000e+00,5.3572333344e+00,9.9993711929e-01,1.7892809328e-04
7.0790000000e+00,5.3582332716e+00,9.9993729798e-01,1.7844941023e-04
7.0800000000e+00,5.3592332090e+00,9.9993747619e-01,1.7797191881e-04
7.0810000000e+00,5.3602331466e+00,9.9993765392e-01,1.7749561631e-04
7.0820000000e+00,5.3612330843e+00,9.9993783118e-01,1.7702050002e-04
7.0830000000e+00,5.3622330222e+00,9.9993800796e-01,1.7654656725e-04
7.0840000000e+00,5.3632329603e+00,9.9993818427e-01,1.7607381529e-04
7.0850000000e+00,5.3642328986e+00,9.9993836011e-01,1.7560224146e-04
7.0860000000e+00,5.3652328370e+00,9.9993853548e-01,1.7513184307e-04
7.0870000000e+00,5.3662327757e+00,9.9993871037e-01,1.7466261745e-04
7.0880000000e+00,5.3672327145e+00,9.9993888480e-01,1.7419456192e-04
7.0890000000e+00,5.3682326534e+00,9.9993905876e-01,1.7372767381e-04
7.0900000000e+00,5.3692325926e+00,9.9993923226e-01,1.7326195046e-04
7.0910000000e+00,5.3702325319e+00,9.9993940529e-01,1.7279738922e-04
7.0920000000e+00,5.3712324714e+00,9.9993957785e-01,1.7233398742e-04
7.0930000000e+00,5.3722324111e+00,9.9993974996e-01,1.7187174243e-04
7.0940000000e+00,5.3732323509e+00,9.9993992160e-01,1.7141065160e-04
7.0950000000e+00,5.3742322909e+00,9.9994009278e-01,1.7095071229e-04
7.0960000000e+00,5.3752322311e+00,9.9994026350e-01,1.7049192188e-04
7.0970000000e+00,5.3762321714e+00,9.9994043376e-01,1.7003427774e-04
7.0980000000e+00,5.3772321119e+00,9.9994060357e-01,1.6957777725e-04
7.0990000000e+00,5.3782320526e+00,9.9994077292e-01,1.6912241780e-04
7.1000000000e+00,5.3792319935e+00,9.9994094181e-01,1.6866819678e-04
7.1010000000e+00,5.3802319345e+00,9.9994111026e-01,1.6821511158e-04
7.1020000000e+00,5.3812318757e+00,9.9994127824e-01,1.6776315960e-04
7.1030000000e+00,5.3822318171e+00,9.9994144578e-01,1.6731233825e-04
7.1040000000e+00,5.3832317586e+00,9.9994161287e-01,1.6686264494e-04
7.1050000000e+00,5.3842317003e+00,9.9994177951e-01,1.6641407710e-04
7.1060000000e+00,5.3852316422e+00,9.9994194570e-01,1.6596663214e-04
7.1070000000e+00,5.3862315842e+00,9.9994211144e-01,1.6552030748e-04
7.1080000000e+00,5.3872315264e+00,9.9994227674e-01,1.6507510057e-04
7.1090000000e+00,5.3882314687e+00,9.9994244159e-01,1.6463100885e-04
7.1100000000e+00,5.3892314113e+00,9.9994260600e-01,1.6418802974e-04
7.1110000000e+00,5.3902313540e+00,9.9994276997e-01,1.6374616071e-04
7.1120000000e+00,5.3912312968e+00,9.9994293349e-01,1.6330539920e-04
7.1130000000e+00,5.3922312398e+00,9.9994309658e-01,1.6286574268e-04
7.1140000000e+00,5.3932311830e+00,9.9994325923e-01,1.6242718861e-04
7.1150000000e+00,5.3942311263e+00,9.9994342143e-01,1.6198973446e-04
7.1160000000e+00,5.3952310698e+00,9.9994358321e-01,1.6155337770e-04
7.1170000000e+00,5.3962310135e+00,9.9994374454e-01,1.6111811582e-04
7.1180000000e+00,5.3972309573e+00,9.9994390544e-01,1.6068394629e-04
7.1190000000e+00,5.3982309013e+00,9.9994406591e-01,1.6025086661e-04
7.1200000000e+00,5.3992308455e+00,9.9994422594e-01,1.5981887428e-04
7.1210000000e+00,5.4002307898e+00,9.9994438555e-01,1.5938796679e-04
7.1220000000e+00,5.4012307342e+00,9.9994454472e-01,1.5895814164e-04
7.1230000000e+00,5.4022306789e+00,9.9994470346e-01,1.5852939636e-04
7.1240000000e+00,5.4032306236e+00,9.9994486178e-01,1.5810172845e-04
7.1250000000e+00,5.4042305686e+00,9.9994501967e-01,1.5767513543e-04
7.1260000000e+00,5.4052305137e+00,9.9994517713e-01,1.5724961484e-04
7.1270000000e+00,5.4062304589e+00,9.9994533417e-01,1.5682516419e-04
7.1280000000e+00,5.4072304043e+00,9.9994549078e-01,1.5640178104e-04
7.1290000000e+00,5.4082303499e+00,9.9994564697e-01,1.5597946291e-04
7.1300000000e+00,5.4092302956e+00,9.9994580274e-01,1.5555820735e-04
7.1310000000e+00,5.4102302415e+00,9.9994595809e-01,1.5513801192e-04
7.1320000000e+00,5.4112301876e+00,9.9994611302e-01,1.5471887418e-04
7.1330000000e+00,5.4122301337e+00,9.9994626753e-01,1.5430079167e-04
7.1340000000e+00,5.4132300801e+00,9.9994642162e-01,1.5388376197e-04
7.1350000000e+00,5.4142300266e+00,9.9994657529e-01,1.5346778265e-04
7.1360000000e+00,5.4152299732e+00,9.9994672855e-01,1.5305285129e-04
7.1370000000e+00,5.4162299200e+00,9.9994688140e-01,1.5263896546e-04
7.1380000000e+00,5.4172298670e+00,9.9994703383e-01,1.5222612275e-04
7.1390000000e+00,5.4182298141e+00,9.9994718585e-01,1.5181432076e-04
7.1400000000e+00,5.4192297614e+00,9.9994733746e-01,1.5140355707e-04
7.1410000000e+00,5.4202297088e+00,9.9994748866e-01,1.5099382930e-04
7.1420000000e+00,5.4212296564e+00,9.9994763945e-01,1.5058513504e-04
7.1430000000e+00,5.4222296041e+00,9.9994778983e-01,1.5017747190e-04
7.1440000000e+00,5.4232295519e+00,9.9994793981e-01,1.4977083751e-04
7.1450000000e+00,5.4242295000e+00,9.9994808937e-01,1.4936522948e-04
7.1460000000e+00,5.4252294481e+00,9.9994823854e-01,1.4896064543e-04
7.1470000000e+00,5.4262293964e+00,9.9994838730e-01,1.4855708301e-04
7.1480000000e+00,5.4272293449e+00,9.9994853565e-01,1.4815453983e-04
7.1490000000e+00,5.4282292935e+00,9.9994868360e-01,1.4775301356e-04
7.1500000000e+00,5.4292292423e+00,9.9994883116e-01,1.4735250181e-04
7.1510000000e+00,5.4302291912e+00,9.9994897831e-01,1.4695300226e-04
7.1520000000e+00,5.4312291402e+00,9.9994912506e-01,1.4655451255e-04
7.1530000000e+00,5.4322290894e+00,9.9994927142e-01,1.4615703034e-04
7.1540000000e+00,5.4332290388e+00,9.9994941738e-01,1.4576055330e-04
7.1550000000e+00,5.4342289882e+00,9.9994956294e-01,1.4536507910e-04
7.1560000000e+00,5.4352289379e+00,9.9994970811e-01,1.4497060540e-04
7.1570000000e+00,5.4362288877e+00,9.9994985288e-01,1.4457712989e-04
7.1580000000e+00,5.4372288376e+00,9.9994999726e-01,1.4418465026e-04
7.1590000000e+00,5.4382287877e+00,9.9995014125e-01,1.4379316418e-04
7.1600000000e+00,5.4392287379e+00,9.9995028485e-01,1.4340266937e-04
7.1610000000e+00,5.4402286882e+00,9.9995042806e-01,1.4301316350e-04
7.1620000000e+00,5.4412286387e+00,9.9995057088e-01,1.4262464429e-04
7.1630000000e+00,5.4422285894e+00,9.9995071331e-01,1.4223710944e-04
7.1640000000e+00,5.4432285402e+00,9.9995085535e-01,1.4185055666e-04
7.1650000000e+00,5.4442284911e+00,9.9995099701e-01,1.4146498368e-04
7.1660000000e+00,5.4452284421e+00,9.9995113828e-01,1.4108038821e-04
7.1670000000e+00,5.4462283934e+00,9.9995127917e-01,1.4069676798e-04
7.1680000000e+00,5.4472283447e+00,9.9995141967e-01,1.4031412072e-04
7.1690000000e+00,5.4482282962e+00,9.9995155980e-01,1.3993244417e-04
7.1700000000e+00,5.4492282478e+00,9.9995169954e-01,1.3955173606e-04
7.1710000000e+00,5.4502281996e+00,9.9995183890e-01,1.3917199415e-04
7.1720000000e+00,5.4512281515e+00,9.9995197788e-01,1.3879321619e-04
7.1730000000e+00,5.4522281035e+00,9.9995211649e-01,1.3841539992e-04
7.1740000000e+00,5.4532280557e+00,9.9995225472e-01,1.3803854311e-04
7.1750000000e+00,5.4542280081e+00,9.9995239257e-01,1.3766264352e-04
7.1760000000e+00,5.4552279605e+00,9.9995253004e-01,1.3728769892e-04
7.1770000000e+00,5.4562279131e+00,9.9995266714e-01,1.3691370708e-04
7.1780000000e+00,5.4572278659e+00,9.9995280387e-01,1.3654066579e-04
7.1790000000e+00,5.4582278187e+00,9.9995294022e-01,1.3616857282e-04
7.1800000000e+00,5.4592277717e+00,9.9995307621e-01,1.3579742596e-04
7.1810000000e+00,5.4602277249e+00,9.9995321182e-01,1.3542722300e-04
7.1820000000e+00,5.4612276782e+00,9.9995334706e-01,1.3505796175e-04
7.1830000000e+00,5.4622276316e+00,9.9995348193e-01,1.3468963999e-04
7.1840000000e+00,5.4632275851e+00,9.9995361644e-01,1.3432225555e-04
7.1850000000e+00,5.4642275388e+00,9.9995375058e-01,1.3395580621e-04
7.1860000000e+00,5.4652274926e+00,9.9995388435e-01,1.3359028981e-04
7.1870000000e+00,5.4662274466e+00,9.9995401776e-01,1.3322570416e-04
7.1880000000e+00,5.4672274007e+00,9.9995415080e-01,1.3286204709e-04
7.1890000000e+00,5.4682273549e+00,9.9995428349e-01,1.3249931641e-04
7.1900000000e+00,5.4692273092e+00,9.9995441580e-01,1.3213750998e-04
7.1910000000e+00,5.4702272637e+00,9.9995454776e-01,1.3177662562e-04
7.1920000000e+00,5.4712272183e+00,9.9995467936e-01,1.3141666117e-04
7.1930000000e+00,5.4722271731e+00,9.9995481059e-01,1.3105761449e-04
7.1940000000e+00,5.4732271279e+00,9.9995494147e-01,1.3069948342e-04
7.1950000000e+00,5.4742270829e+00,9.9995507199e-01,1.3034226581e-04
7.1960000000e+00,5.4752270381e+00,9.9995520216e-01,1.2998595954e-04
7.1970000000e+00,5.4762269934e+00,9.9995533197e-01,1.2963056246e-04
7.1980000000e+00,5.4772269487e+00,9.9995546142e-01,1.2927607245e-04
7.1990000000e+00,5.4782269043e+00,9.9995559052e-01,1.2892248737e-04
7.2000000000e+00,5.4792268599e+00,9.9995571926e-01,1.2856980510e-04
7.2010000000e+00,5.4802268157e+00,9.9995584766e-01,1.2821802353e-04
7.2020000000e+00,5.4812267716e+00,9.9995597570e-01,1.2786714055e-04
7.2030000000e+00,5.4822267277e+00,9.9995610339e-01,1.2751715404e-04
7.2040000000e+00,5.4832266838e+00,9.9995623073e-01,1.2716806190e-04
7.2050000000e+00,5.4842266401e+00,9.9995635773e-01,1.2681986203e-04
7.2060000000e+00,5.4852265965e+00,9.9995648437e-01,1.2647255233e-04
7.2070000000e+00,5.4862265531e+00,9.9995661067e-01,1.2612613072e-04
7.2080000000e+00,5.4872265098e+00,9.9995673663e-01,1.2578059511e-04
7.2090000000e+00,5.4882264666e+00,9.9995686224e-01,1.2543594341e-04
7.2100000000e+00,5.4892264235e+00,9.9995698750e-01,1.2509217355e-04
7.2110000000e+00,5.4902263805e+00,9.9995711242e-01,1.2474928346e-04
7.2120000000e+00,5.4912263377e+00,9.9995723700e-01,1.2440727106e-04
7.2130000000e+00,5.4922262950e+00,9.9995736124e-01,1.2406613429e-04
7.2140000000e+00,5.4932262524e+00,9.9995748513e-01,1.2372587109e-04
7.2150000000e+00,5.4942262100e+00,9.9995760869e-01,1.2338647940e-04
7.2160000000e+00,5.4952261677e+00,9.9995773190e-01,1.2304795717e-04
7.2170000000e+00,5.4962261254e+00,9.9995785478e-01,1.2271030236e-04
7.2180000000e+00,5.4972260834e+00,9.9995797733e-01,1.2237351292e-04
7.2190000000e+00,5.4982260414e+00,9.9995809953e-01,1.2203758682e-04
7.2200000000e+00,5.4992259996e+00,9.9995822140e-01,1.2170252201e-04
7.2210000000e+00,5.5002259578e+00,9.9995834294e-01,1.2136831647e-04
7.2220000000e+00,5.5012259162e+00,9.9995846414e-01,1.2103496817e-04
7.2230000000e+00,5.5022258748e+00,9.9995858501e-01,1.2070247509e-04
7.2240000000e+00,5.5032258334e+00,9.9995870554e-01,1.2037083522e-04
7.2250000000e+00,5.5042257922e+00,9.9995882575e-01,1.2004004653e-04
7.2260000000e+00,5.5052257511e+00,9.9995894562e-01,1.1971010703e-04
7.2270000000e+00,5.5062257101e+00,9.9995906517e-01,1.1938101470e-04
7.2280000000e+00,5.5072256692e+00,9.9995918439e-01,1.1905276755e-04
7.2290000000e+00,5.5082256284e+00,9.9995930327e-01,1.1872536358e-04
7.2300000000e+00,5.5092255878e+00,9.9995942184e-01,1.1839880079e-04
7.2310000000e+00,5.5102255473e+00,9.9995954007e-01,1.1807307721e-04
7.2320000000e+00,5.5112255069e+00,9.9995965798e-01,1.1774819085e-04
7.2330000000e+00,5.5122254666e+00,9.9995977557e-01,1.1742413972e-04
7.2340000000e+00,5.5132254264e+00,9.9995989283e-01,1.1710092186e-04
7.2350000000e+00,5.5142253864e+00,9.9996000977e-01,1.1677853528e-04
7.2360000000e+00,5.5152253465e+00,9.9996012639e-01,1.1645697804e-04
7.2370000000e+00,5.5162253066e+00,9.9996024269e-01,1.1613624815e-04
7.2380000000e+00,5.5172252669e+00,9.9996035866e-01,1.1581634367e-04
7.2390000000e+00,5.5182252274e+00,9.9996047432e-01,1.1549726265e-04
7.2400000000e+00,5.5192251879e+00,9.9996058966e-01,1.1517900312e-04
7.2410000000e+00,5.5202251485e+00,9.9996070468e-01,1.1486156314e-04
7.2420000000e+00,5.5212251093e+00,9.9996081938e-01,1.1454494078e-04
7.2430000000e+00,5.5222250702e+00,9.9996093377e-01,1.1422913409e-04
7.2440000000e+00,5.5232250312e+00,9.9996104784e-01,1.1391414115e-04
7.2450000000e+00,5.5242249923e+00,9.9996116160e-01,1.1359996002e-04
7.2460000000e+00,5.5252249535e+00,9.9996127504e-01,1.1328658877e-04
7.2470000000e+00,5.5262249148e+00,9.9996138817e-01,1.1297402549e-04
7.2480000000e+00,5.5272248763e+00,9.9996150099e-01,1.1266226826e-04
7.2490000000e+00,5.5282248378e+00,9.9996161349e-01,1.1235131516e-04
7.2500000000e+00,5.5292247995e+00,9.9996172569e-01,1.1204116429e-04
7.2510000000e+00,5.5302247613e+00,9.9996183758e-01,1.1173181374e-04
7.2520000000e+00,5.5312247232e+00,9.9996194915e-01,1.1142326161e-04
7.2530000000e+00,5.5322246852e+00,9.9996206042e-01,1.1111550601e-04
7.2540000000e+00,5.5332246473e+00,9.9996217138e-01,1.1080854504e-04
7.2550000000e+00,5.5342246095e+00,9.9996228204e-01,1.1050237681e-04
7.2560000000e+00,5.5352245719e+00,9.9996239239e-01,1.1019699944e-04
7.2570000000e+00,5.5362245343e+00,9.9996250243e-01,1.0989241104e-04
7.2580000000e+00,5.5372244969e+00,9.9996261218e-01,1.0958860975e-04
7.2590000000e+00,5.5382244595e+00,9.9996272161e-01,1.0928559369e-04
7.2600000000e+00,5.5392244223e+00,9.9996283075e-01,1.0898336098e-04
7.2610000000e+00,5.5402243852e+00,9.9996293958e-01,1.0868190977e-04
7.2620000000e+00,5.5412243482e+00,9.9996304811e-01,1.0838123819e-04
7.2630000000e+00,5.5422243113e+00,9.9996315634e-01,1.0808134440e-04
7.2640000000e+00,5.5432242745e+00,9.9996326427e-01,1.0778222652e-04
7.2650000000e+00,5.5442242378e+00,9.9996337191e-01,1.0748388273e-04
7.2660000000e+00,5.5452242012e+00,9.9996347924e-01,1.0718631116e-04
7.2670000000e+00,5.5462241648e+00,9.9996358628e-01,1.0688950999e-04
7.2680000000e+00,5.5472241284e+00,9.9996369302e-01,1.0659347737e-04
7.2690000000e+00,5.5482240922e+00,9.9996379947e-01,1.0629821147e-04
7.2700000000e+00,5.5492240560e+00,9.9996390562e-01,1.0600371046e-04
7.2710000000e+00,5.5502240200e+00,9.9996401147e-01,1.0570997252e-04
7.2720000000e+00,5.5512239840e+00,9.9996411704e-01,1.0541699582e-04
7.2730000000e+00,5.5522239482e+00,9.9996422231e-01,1.0512477856e-04
7.2740000000e+00,5.5532239125e+00,9.9996432729e-01,1.0483331891e-04
7.2750000000e+00,5.5542238769e+00,9.9996443198e-01,1.0454261506e-04
7.2760000000e+00,5.5552238413e+00,9.9996453637e-01,1.0425266522e-04
7.2770000000e+00,5.5562238059e+00,9.9996464048e-01,1.0396346757e-04
7.2780000000e+00,5.5572237706e+00,9.9996474430e-01,1.0367502033e-04
7.2790000000e+00,5.5582237354e+00,9.9996484783e-01,1.0338732169e-04
7.2800000000e+00,5.5592237003e+00,9.9996495108e-01,1.0310036986e-04
7.2810000000e+00,5.5602236653e+00,9.9996505403e-01,1.0281416307e-04
7.2820000000e+00,5.5612236304e+00,9.9996515670e-01,1.0252869953e-04
7.2830000000e+00,5.5622235956e+00,9.9996525909e-01,1.0224397745e-04
7.2840000000e+00,5.5632235609e+00,9.9996536119e-01,1.0195999507e-04
7.2850000000e+00,5.5642235264e+00,9.9996546301e-01,1.0167675062e-04
7.2860000000e+00,5.5652234919e+00,9.9996556455e-01,1.0139424232e-04
7.2870000000e+00,5.5662234575e+00,9.9996566580e-01,1.0111246841e-04
7.2880000000e+00,5.5672234232e+00,9.9996576677e-01,1.0083142714e-04
7.2890000000e+00,5.5682233890e+00,9.9996586746e-01,1.0055111674e-04
7.2900000000e+00,5.5692233549e+00,9.9996596787e-01,1.0027153547e-04
7.2910000000e+00,5.5702233210e+00,9.9996606801e-01,9.9992681584e-05
7.2920000000e+00,5.5712232871e+00,9.9996616786e-01,9.9714553327e-05
7.2930000000e+00,5.5722232533e+00,9.9996626743e-01,9.9437148963e-05
7.2940000000e+00,5.5732232196e+00,9.9996636673e-01,9.9160466755e-05
7.2950000000e+00,5.5742231860e+00,9.9996646576e-01,9.8884504970e-05
7.2960000000e+00,5.5752231525e+00,9.9996656450e-01,9.8609261879e-05
7.2970000000e+00,5.5762231192e+00,9.9996666297e-01,9.8334735755e-05
7.2980000000e+00,5.5772230859e+00,9.9996676117e-01,9.8060924878e-05
7.2990000000e+00,5.5782230527e+00,9.9996685910e-01,9.7787827529e-05
7.3000000000e+00,5.5792230196e+00,9.9996695675e-01,9.7515441994e-05
7.3010000000e+00,5.5802229866e+00,9.9996705413e-01,9.7243766561e-05
7.3020000000e+00,5.5812229537e+00,9.9996715124e-01,9.6972799524e-05
7.3030000000e+00,5.5822229209e+00,9.9996724807e-01,9.6702539179e-05
7.3040000000e+00,5.5832228882e+00,9.9996734464e-01,9.6432983827e-05
7.3050000000e+00,5.5842228556e+00,9.9996744094e-01,9.6164131772e-05
7.3060000000e+00,5.5852228231e+00,9.9996753697e-01,9.5895981321e-05
7.3070000000e+00,5.5862227907e+00,9.9996763273e-01,9.5628530786e-05
7.3080000000e+00,5.5872227583e+00,9.9996772823e-01,9.5361778482e-05
7.3090000000e+00,5.5882227261e+00,9.9996782346e-01,9.5095722727e-05
7.3100000000e+00,5.5892226940e+00,9.9996791842e-01,9.4830361844e-05
7.3110000000e+00,5.5902226619e+00,9.9996801312e-01,9.4565694159e-05
7.3120000000e+00,5.5912226300e+00,9.9996810755e-01,9.4301718002e-05
7.3130000000e+00,5.5922225982e+00,9.9996820172e-01,9.4038431705e-05
7.3140000000e+00,5.5932225664e+00,9.9996829563e-01,9.3775833605e-05
7.3150000000e+00,5.5942225348e+00,9.9996838927e-01,9.3513922043e-05
7.3160000000e+00,5.5952225032e+00,9.9996848266e-01,9.3252695364e-05
7.3170000000e+00,5.5962224717e+00,9.9996857578e-01,9.2992151914e-05
7.3180000000e+00,5.5972224403e+00,9.9996866864e-01,9.2732290044e-05
7.3190000000e+00,5.5982224091e+00,9.9996876124e-01,9.2473108111e-05
7.3200000000e+00,5.5992223779e+00,9.9996885359e-01,9.2214604472e-05
7.3210000000e+00,5.6002223468e+00,9.9996894567e-01,9.1956777489e-05
7.3220000000e+00,5.6012223158e+00,9.9996903750e-01,9.1699625527e-05
7.3230000000e+00,5.6022222848e+00,9.9996912907e-01,9.1443146957e-05
7.3240000000e+00,5.6032222540e+00,9.9996922039e-01,9.1187340150e-05
7.3250000000e+00,5.6042222233e+00,9.9996931145e-01,9.0932203483e-05
7.3260000000e+00,5.6052221926e+00,9.9996940225e-01,9.0677735335e-05
7.3270000000e+00,5.6062221621e+00,9.9996949280e-01,9.0423934090e-05
7.3280000000e+00,5.6072221316e+00,9.9996958310e-01,9.0170798134e-05
7.3290000000e+00,5.6082221012e+00,9.9996967314e-01,8.9918325859e-05
7.3300000000e+00,5.6092220710e+00,9.9996976294e-01,8.9666515657e-05
7.3310000000e+00,5.6102220408e+00,9.9996985248e-01,8.9415365927e-05
7.3320000000e+00,5.6112220107e+00,9.9996994177e-01,8.9164875068e-05
7.3330000000e+00,5.6122219807e+00,9.9997003081e-01,8.8915041486e-05
7.3340000000e+00,5.6132219507e+00,9.9997011960e-01,8.8665863588e-05
7.3350000000e+00,5.6142219209e+00,9.9997020814e-01,8.8417339785e-05
7.3360000000e+00,5.6152218911e+00,9.9997029643e-01,8.8169468493e-05
7.3370000000e+00,5.6162218615e+00,9.9997038448e-01,8.7922248129e-05
7.3380000000e+00,5.6172218319e+00,9.9997047228e-01,8.7675677115e-05
7.3390000000e+00,5.6182218024e+00,9.9997055983e-01,8.7429753877e-05
7.3400000000e+00,5.6192217730e+00,9.9997064714e-01,8.7184476842e-05
7.3410000000e+00,5.6202217437e+00,9.9997073420e-01,8.6939844444e-05
7.3420000000e+00,5.6212217145e+00,9.9997082102e-01,8.6695855117e-05
7.3430000000e+00,5.6222216854e+00,9.9997090759e-01,8.6452507301e-05
7.3440000000e+00,5.6232216563e+00,9.9997099392e-01,8.6209799437e-05
7.3450000000e+00,5.6242216274e+00,9.9997108001e-01,8.5967729972e-05
7.3460000000e+00,5.6252215985e+00,9.9997116586e-01,8.5726297355e-05
7.3470000000e+00,5.6262215697e+00,9.9997125146e-01,8.5485500038e-05
7.3480000000e+00,5.6272215410e+00,9.9997133683e-01,8.5245336476e-05
7.3490000000e+00,5.6282215124e+00,9.9997142195e-01,8.5005805131e-05
7.3500000000e+00,5.6292214838e+00,9.9997150684e-01,8.4766904463e-05
7.3510000000e+00,5.6302214554e+00,9.9997159149e-01,8.4528632940e-05
7.3520000000e+00,5.6312214270e+00,9.9997167590e-01,8.4290989031e-05
7.3530000000e+00,5.6322213987e+00,9.9997176007e-01,8.4053971208e-05
7.3540000000e+00,5.6332213705e+00,9.9997184401e-01,8.3817577948e-05
7.3550000000e+00,5.6342213424e+00,9.9997192771e-01,8.3581807731e-05
7.3560000000e+00,5.6352213144e+00,9.9997201117e-01,8.3346659038e-05
7.3570000000e+00,5.6362212864e+00,9.9997209440e-01,8.3112130357e-05
7.3580000000e+00,5.6372212586e+00,9.9997217739e-01,8.2878220177e-05
7.3590000000e+00,5.6382212308e+00,9.9997226016e-01,8.2644926991e-05
7.3600000000e+00,5.6392212031e+00,9.9997234268e-01,8.2412249294e-05
7.3610000000e+00,5.6402211755e+00,9.9997242498e-01,8.2180185588e-05
7.3620000000e+00,5.6412211479e+00,9.9997250705e-01,8.1948734373e-05
7.3630000000e+00,5.6422211205e+00,9.9997258888e-01,8.1717894157e-05
7.3640000000e+00,5.6432210931e+00,9.9997267048e-01,8.1487663448e-05
7.3650000000e+00,5.6442210658e+00,9.9997275185e-01,8.1258040760e-05
7.3660000000e+00,5.6452210386e+00,9.9997283300e-01,8.1029024609e-05
7.3670000000e+00,5.6462210115e+00,9.9997291391e-01,8.0800613513e-05
7.3680000000e+00,5.6472209845e+00,9.9997299460e-01,8.0572805995e-05
7.3690000000e+00,5.6482209575e+00,9.9997307506e-01,8.0345600581e-05
7.3700000000e+00,5.6492209306e+00,9.9997315529e-01,8.0118995800e-05
7.3710000000e+00,5.6502209038e+00,9.9997323530e-01,7.9892990184e-05
7.3720000000e+00,5.6512208771e+00,9.9997331508e-01,7.9667582269e-05
7.3730000000e+00,5.6522208504e+00,9.9997339463e-01,7.9442770594e-05
7.3740000000e+00,5.6532208239e+00,9.9997347396e-01,7.9218553699e-05
7.3750000000e+00,5.6542207974e+00,9.9997355307e-01,7.8994930132e-05
7.3760000000e+00,5.6552207710e+00,9.9997363195e-01,7.8771898439e-05
7.3770000000e+00,5.6562207446e+00,9.9997371061e-01,7.8549457173e-05
7.3780000000e+00,5.6572207184e+00,9.9997378905e-01,7.8327604889e-05
7.3790000000e+00,5.6582206922e+00,9.9997386727e-01,7.8106340144e-05
7.3800000000e+00,5.6592206661e+00,9.9997394526e-01,7.7885661500e-05
7.3810000000e+00,5.6602206401e+00,9.9997402304e-01,7.7665567521e-05
7.3820000000e+00,5.6612206142e+00,9.9997410060e-01,7.7446056775e-05
7.3830000000e+00,5.6622205883e+00,9.9997417793e-01,7.7227127832e-05
7.3840000000e+00,5.6632205625e+00,9.9997425505e-01,7.7008779267e-05
7.3850000000e+00,5.6642205368e+00,9.9997433195e-01,7.6791009656e-05
7.3860000000e+00,5.6652205112e+00,9.9997440863e-01,7.6573817580e-05
7.3870000000e+00,5.6662204856e+00,9.9997448510e-01,7.6357201622e-05
7.3880000000e+00,5.6672204602e+00,9.9997456135e-01,7.6141160369e-05
7.3890000000e+00,5.6682204348e+00,9.9997463738e-01,7.5925692411e-05
7.3900000000e+00,5.6692204094e+00,9.9997471320e-01,7.5710796340e-05
7.3910000000e+00,5.6702203842e+00,9.9997478880e-01,7.5496470751e-05
7.3920000000e+00,5.6712203590e+00,9.9997486419e-01,7.5282714246e-05
7.3930000000e+00,5.6722203339e+00,9.9997493937e-01,7.5069525424e-05
7.3940000000e+00,5.6732203089e+00,9.9997501433e-01,7.4856902893e-05
7.3950000000e+00,5.6742202839e+00,9.9997508908e-01,7.4644845259e-05
7.3960000000e+00,5.6752202591e+00,9.9997516362e-01,7.4433351135e-05
7.3970000000e+00,5.6762202343e+00,9.9997523795e-01,7.4222419136e-05
7.3980000000e+00,5.6772202095e+00,9.9997531207e-01,7.4012047878e-05
7.3990000000e+00,5.6782201849e+00,9.9997538597e-01,7.3802235982e-05
7.4000000000e+00,5.6792201603e+00,9.9997545967e-01,7.3592982073e-05
7.4010000000e+00,5.6802201358e+00,9.9997553316e-01,7.3384284778e-05
7.4020000000e+00,5.6812201114e+00,9.9997560644e-01,7.3176142725e-05
7.4030000000e+00,5.6822200870e+00,9.9997567951e-01,7.2968554549e-05
7.4040000000e+00,5.6832200627e+00,9.9997575238e-01,7.2761518885e-05
7.4050000000e+00,5.6842200385e+00,9.9997582503e-01,7.2555034372e-05
7.4060000000e+00,5.6852200144e+00,9.9997589749e-01,7.2349099652e-05
7.4070000000e+00,5.6862199903e+00,9.9997596973e-01,7.2143713371e-05
7.4080000000e+00,5.6872199663e+00,9.9997604177e-01,7.1938874177e-05
7.4090000000e+00,5.6882199424e+00,9.9997611361e-01,7.1734580721e-05
